text,label,category
"Business-logic failure — the authentication service does not trigger the downstream webhook following a database migration, impacting developers.",1,FUNCTIONAL
"The checkout flow does not apply saved changes after the latest deployment, blocking customer support in QA.",1,FUNCTIONAL
Bug filed by end users: the order history section shows an unresponsive dropdown menu. First seen when multiple concurrent sessions are active in QA.,0,UI
"Security vulnerability: the session manager does not validate redirect URLs, enabling open-redirect attacks. Discovered by QA engineers in QA when the network connection is unstable.",3,SECURITY
Defect reported by beta testers: the audit log viewer returns stale cached data instead of live results when the network connection is unstable in pre-release.,1,FUNCTIONAL
Penetration test finding by admin users: the data export feature discloses server version information in HTTP response headers after an inactive period.,3,SECURITY
Functional bug in pre-release — the session manager skips mandatory validation steps when multiple concurrent sessions are active.,1,FUNCTIONAL
"The audit log viewer displays overlapping text and buttons during high-traffic periods, reported by end users on Safari 17 running macOS Ventura.",0,UI
Critical security defect — the login page is susceptible to CSRF on state-changing POST requests after clearing browser cache in QA.,3,SECURITY
"Zero-day risk — the order history section exposes API keys in client-side JavaScript bundles following a database migration in pre-release, confirmed by QA engineers.",3,SECURITY
"Performance issue: the file upload module causes the server to become unresponsive under 500 concurrent users under heavy API load, degrading experience for admin users in QA.",2,PERFORMANCE
Functional bug in development — the notification service ignores filter criteria and returns all records on first login after account creation.,1,FUNCTIONAL
The payment gateway truncates uploaded file names causing lookup failures. Issue reproduced in QA on first login after account creation by customer support.,1,FUNCTIONAL
"Scalability defect found by QA engineers: the session manager does not cache repeated identical requests, hammering the DB during high-traffic periods in staging.",2,PERFORMANCE
Critical defect: the data export feature generates incorrect totals in the summary when triggered by customer support after a third-party service timeout.,1,FUNCTIONAL
Critical defect: the user profile page sends confirmation emails to the wrong address when triggered by beta testers when accessed via mobile devices.,1,FUNCTIONAL
Users encounter a progress bar that never updates on the session manager after clearing browser cache. Reproducible in development using Opera 109.,0,UI
"Compliance risk: the registration form allows brute-force login with no account lockout after an inactive period, identified by QA engineers.",3,SECURITY
Regression: the data export feature ignores filter criteria and returns all records. Reproducible when accessed via mobile devices by end users.,1,FUNCTIONAL
Regression: the payment gateway does not trigger the downstream webhook. Reproducible when the network connection is unstable by beta testers.,1,FUNCTIONAL
